study_id,animal_id,group_number,group_name,sex,dose_mgkg_day,tissue,finding,grade,grade_text,distribution,comment
PC201708,PC201708-4002,4,200 mg/kg PCDRUG,M,200.0,"Bone Marrow, Sternum",No Remarkable Findings,,,,
PC201708,PC201708-4002,4,200 mg/kg PCDRUG,M,200.0,"Bone, Sternum",No Remarkable Findings,,,,
PC201708,PC201708-4002,4,200 mg/kg PCDRUG,M,200.0,Brain,No Remarkable Findings,,,,
PC201708,PC201708-4002,4,200 mg/kg PCDRUG,M,200.0,Epididymis,No Remarkable Findings,,,,
PC201708,PC201708-4002,4,200 mg/kg PCDRUG,M,200.0,Esophagus,No Remarkable Findings,,,,
PC201708,PC201708-4002,4,200 mg/kg PCDRUG,M,200.0,Eye,Retinal Fold,1,Mild,single,
PC201708,PC201708-4002,4,200 mg/kg PCDRUG,M,200.0,"Gland, Adrenal",Hemorrhage,1,Mild,cortex; focal,
PC201708,PC201708-4002,4,200 mg/kg PCDRUG,M,200.0,"Gland, Adrenal",Vacuolization,1,Mild,cortex; diffuse,
PC201708,PC201708-4002,4,200 mg/kg PCDRUG,M,200.0,"Gland, Coagulating",No Remarkable Findings,,,,
PC201708,PC201708-4002,4,200 mg/kg PCDRUG,M,200.0,"Gland, Harderian",No Remarkable Findings,,,,
PC201708,PC201708-4002,4,200 mg/kg PCDRUG,M,200.0,"Gland, Mammary",Atrophy,2,Moderate,fat,
PC201708,PC201708-4002,4,200 mg/kg PCDRUG,M,200.0,"Gland, Parathyroid",No Remarkable Findings,,,,
PC201708,PC201708-4002,4,200 mg/kg PCDRUG,M,200.0,"Gland, Pituitary",No Remarkable Findings,,,,
PC201708,PC201708-4002,4,200 mg/kg PCDRUG,M,200.0,"Gland, Prostate",No Remarkable Findings,,,,
PC201708,PC201708-4002,4,200 mg/kg PCDRUG,M,200.0,"Gland, Salivary, Parotid",No Remarkable Findings,,,,
PC201708,PC201708-4002,4,200 mg/kg PCDRUG,M,200.0,"Gland, Salivary, Sublingual",No Remarkable Findings,,,,
PC201708,PC201708-4002,4,200 mg/kg PCDRUG,M,200.0,"Gland, Salivary, Submandibular",No Remarkable Findings,,,,
PC201708,PC201708-4002,4,200 mg/kg PCDRUG,M,200.0,"Gland, Seminal Vesicle",No Remarkable Findings,,,,
PC201708,PC201708-4002,4,200 mg/kg PCDRUG,M,200.0,"Gland, Thyroid",No Remarkable Findings,,,,
PC201708,PC201708-4002,4,200 mg/kg PCDRUG,M,200.0,Heart,Inflammation,1,Mild,chronic; myocardium; focal; left ventricle,
PC201708,PC201708-4002,4,200 mg/kg PCDRUG,M,200.0,"Joint, Hip",No Remarkable Findings,,,,
PC201708,PC201708-4002,4,200 mg/kg PCDRUG,M,200.0,Kidney,No Remarkable Findings,,,,
PC201708,PC201708-4002,4,200 mg/kg PCDRUG,M,200.0,"Large Intestine, Cecum",No Remarkable Findings,,,,
PC201708,PC201708-4002,4,200 mg/kg PCDRUG,M,200.0,"Large Intestine, Colon",No Remarkable Findings,,,,
PC201708,PC201708-4002,4,200 mg/kg PCDRUG,M,200.0,"Large Intestine, Rectum",No Remarkable Findings,,,,
PC201708,PC201708-4002,4,200 mg/kg PCDRUG,M,200.0,Larynx,No Remarkable Findings,,,,
PC201708,PC201708-4002,4,200 mg/kg PCDRUG,M,200.0,Liver,Hypertrophy,2,Moderate,,
PC201708,PC201708-4002,4,200 mg/kg PCDRUG,M,200.0,Lung,Macrophages Intra-Alveolar,1,Mild,focal/multifocal; foamy,
PC201708,PC201708-4002,4,200 mg/kg PCDRUG,M,200.0,"Lymph Node, Mesenteric",No Remarkable Findings,,,,
PC201708,PC201708-4002,4,200 mg/kg PCDRUG,M,200.0,"Lymph Node, Popliteal",No Remarkable Findings,,,,
PC201708,PC201708-4002,4,200 mg/kg PCDRUG,M,200.0,"Muscle, Quadriceps Femoris",No Remarkable Findings,,,,
PC201708,PC201708-4002,4,200 mg/kg PCDRUG,M,200.0,"Nerve, Optic",No Remarkable Findings,,,,
PC201708,PC201708-4002,4,200 mg/kg PCDRUG,M,200.0,"Nerve, Sciatic",No Remarkable Findings,,,,
PC201708,PC201708-4002,4,200 mg/kg PCDRUG,M,200.0,Pancreas,No Remarkable Findings,,,,
PC201708,PC201708-4002,4,200 mg/kg PCDRUG,M,200.0,Peyer'S Patch,Mineralization,1,Mild,multifocal,
PC201708,PC201708-4002,4,200 mg/kg PCDRUG,M,200.0,Skin,No Remarkable Findings,,,,
PC201708,PC201708-4002,4,200 mg/kg PCDRUG,M,200.0,"Small Intestine, Duodenum",No Remarkable Findings,,,,
PC201708,PC201708-4002,4,200 mg/kg PCDRUG,M,200.0,"Small Intestine, Ileum",No Remarkable Findings,,,,
PC201708,PC201708-4002,4,200 mg/kg PCDRUG,M,200.0,"Small Intestine, Jejunum",No Remarkable Findings,,,,
PC201708,PC201708-4002,4,200 mg/kg PCDRUG,M,200.0,"Spinal Cord, Cervical",No Remarkable Findings,,,,
PC201708,PC201708-4002,4,200 mg/kg PCDRUG,M,200.0,"Spinal Cord, Lumbar",No Remarkable Findings,,,,
PC201708,PC201708-4002,4,200 mg/kg PCDRUG,M,200.0,"Spinal Cord, Thoracic",No Remarkable Findings,,,,
PC201708,PC201708-4002,4,200 mg/kg PCDRUG,M,200.0,Spleen,Congestion,1,Mild,red pulp; diffuse,
PC201708,PC201708-4002,4,200 mg/kg PCDRUG,M,200.0,Spleen,Pigmentation,1,Mild,red pulp; diffuse,
PC201708,PC201708-4002,4,200 mg/kg PCDRUG,M,200.0,Stomach,No Remarkable Findings,,,,
PC201708,PC201708-4002,4,200 mg/kg PCDRUG,M,200.0,Testis,No Remarkable Findings,,,,
PC201708,PC201708-4002,4,200 mg/kg PCDRUG,M,200.0,Thymus,No Remarkable Findings,,,,
PC201708,PC201708-4002,4,200 mg/kg PCDRUG,M,200.0,Tongue,Hemorrhage,1,Mild,,
PC201708,PC201708-4002,4,200 mg/kg PCDRUG,M,200.0,Trachea,No Remarkable Findings,,,,
PC201708,PC201708-4002,4,200 mg/kg PCDRUG,M,200.0,Ureter,No Remarkable Findings,,,,
PC201708,PC201708-4002,4,200 mg/kg PCDRUG,M,200.0,Urinary Bladder,No Remarkable Findings,,,,
PC201708,PC201708-4003,4,200 mg/kg PCDRUG,M,200.0,"Artery, Aorta",No Remarkable Findings,,,,
PC201708,PC201708-4003,4,200 mg/kg PCDRUG,M,200.0,"Bone Marrow, Femur",No Remarkable Findings,,,,
PC201708,PC201708-4003,4,200 mg/kg PCDRUG,M,200.0,"Bone Marrow, Sternum",No Remarkable Findings,,,,
PC201708,PC201708-4003,4,200 mg/kg PCDRUG,M,200.0,"Bone, Sternum",No Remarkable Findings,,,,
PC201708,PC201708-4003,4,200 mg/kg PCDRUG,M,200.0,Brain,No Remarkable Findings,,,,
PC201708,PC201708-4003,4,200 mg/kg PCDRUG,M,200.0,Epididymis,No Remarkable Findings,,,,
PC201708,PC201708-4003,4,200 mg/kg PCDRUG,M,200.0,Esophagus,No Remarkable Findings,,,,
PC201708,PC201708-4003,4,200 mg/kg PCDRUG,M,200.0,Eye,No Remarkable Findings,,,,
PC201708,PC201708-4003,4,200 mg/kg PCDRUG,M,200.0,"Gland, Adrenal",Vacuolization,1,Mild,cortex; diffuse,
PC201708,PC201708-4003,4,200 mg/kg PCDRUG,M,200.0,"Gland, Coagulating",No Remarkable Findings,,,,
PC201708,PC201708-4003,4,200 mg/kg PCDRUG,M,200.0,"Gland, Harderian",No Remarkable Findings,,,,
PC201708,PC201708-4003,4,200 mg/kg PCDRUG,M,200.0,"Gland, Mammary",Atrophy,2,Moderate,fat,
PC201708,PC201708-4003,4,200 mg/kg PCDRUG,M,200.0,"Gland, Parathyroid",No Remarkable Findings,,,,
PC201708,PC201708-4003,4,200 mg/kg PCDRUG,M,200.0,"Gland, Pituitary",No Remarkable Findings,,,,
PC201708,PC201708-4003,4,200 mg/kg PCDRUG,M,200.0,"Gland, Prostate",Inflammation,1,Mild,chronic; ventral,
PC201708,PC201708-4003,4,200 mg/kg PCDRUG,M,200.0,"Gland, Salivary, Parotid",No Remarkable Findings,,,,
PC201708,PC201708-4003,4,200 mg/kg PCDRUG,M,200.0,"Gland, Salivary, Sublingual",No Remarkable Findings,,,,
PC201708,PC201708-4003,4,200 mg/kg PCDRUG,M,200.0,"Gland, Salivary, Submandibular",No Remarkable Findings,,,,
PC201708,PC201708-4003,4,200 mg/kg PCDRUG,M,200.0,"Gland, Seminal Vesicle",No Remarkable Findings,,,,
PC201708,PC201708-4003,4,200 mg/kg PCDRUG,M,200.0,"Gland, Thyroid",No Remarkable Findings,,,,
PC201708,PC201708-4003,4,200 mg/kg PCDRUG,M,200.0,Heart,No Remarkable Findings,,,,
PC201708,PC201708-4003,4,200 mg/kg PCDRUG,M,200.0,"Joint, Hip",No Remarkable Findings,,,,
PC201708,PC201708-4003,4,200 mg/kg PCDRUG,M,200.0,Kidney,Necrosis,2,Moderate,proximal tubule; focal,
PC201708,PC201708-4003,4,200 mg/kg PCDRUG,M,200.0,"Large Intestine, Cecum",No Remarkable Findings,,,,
PC201708,PC201708-4003,4,200 mg/kg PCDRUG,M,200.0,"Large Intestine, Colon",No Remarkable Findings,,,,
PC201708,PC201708-4003,4,200 mg/kg PCDRUG,M,200.0,"Large Intestine, Rectum",No Remarkable Findings,,,,
PC201708,PC201708-4003,4,200 mg/kg PCDRUG,M,200.0,Larynx,No Remarkable Findings,,,,
PC201708,PC201708-4003,4,200 mg/kg PCDRUG,M,200.0,Liver,Hepatocellular Carcinoma,,,,
PC201708,PC201708-4003,4,200 mg/kg PCDRUG,M,200.0,Liver,Hypertrophy,1,Mild,hepatocellular; diffuse,
PC201708,PC201708-4003,4,200 mg/kg PCDRUG,M,200.0,Lung,No Remarkable Findings,,,,
PC201708,PC201708-4003,4,200 mg/kg PCDRUG,M,200.0,"Lymph Node, Mesenteric",No Remarkable Findings,,,,
PC201708,PC201708-4003,4,200 mg/kg PCDRUG,M,200.0,"Lymph Node, Popliteal",No Remarkable Findings,,,,
PC201708,PC201708-4003,4,200 mg/kg PCDRUG,M,200.0,"Muscle, Quadriceps Femoris",No Remarkable Findings,,,,
PC201708,PC201708-4003,4,200 mg/kg PCDRUG,M,200.0,"Nerve, Optic",No Remarkable Findings,,,,
PC201708,PC201708-4003,4,200 mg/kg PCDRUG,M,200.0,"Nerve, Sciatic",No Remarkable Findings,,,,
PC201708,PC201708-4003,4,200 mg/kg PCDRUG,M,200.0,Pancreas,No Remarkable Findings,,,,
PC201708,PC201708-4003,4,200 mg/kg PCDRUG,M,200.0,Peyer'S Patch,Mineralization,1,Mild,multifocal,
PC201708,PC201708-4003,4,200 mg/kg PCDRUG,M,200.0,Skin,No Remarkable Findings,,,,
PC201708,PC201708-4003,4,200 mg/kg PCDRUG,M,200.0,"Small Intestine, Duodenum",No Remarkable Findings,,,,
PC201708,PC201708-4003,4,200 mg/kg PCDRUG,M,200.0,"Small Intestine, Ileum",No Remarkable Findings,,,,
PC201708,PC201708-4003,4,200 mg/kg PCDRUG,M,200.0,"Small Intestine, Jejunum",No Remarkable Findings,,,,
PC201708,PC201708-4003,4,200 mg/kg PCDRUG,M,200.0,"Spinal Cord, Cervical",No Remarkable Findings,,,,
PC201708,PC201708-4003,4,200 mg/kg PCDRUG,M,200.0,"Spinal Cord, Lumbar",No Remarkable Findings,,,,
PC201708,PC201708-4003,4,200 mg/kg PCDRUG,M,200.0,"Spinal Cord, Thoracic",No Remarkable Findings,,,,
PC201708,PC201708-4003,4,200 mg/kg PCDRUG,M,200.0,Spleen,Congestion,1,Mild,red pulp; diffuse,
PC201708,PC201708-4003,4,200 mg/kg PCDRUG,M,200.0,Spleen,Pigmentation,1,Mild,red pulp; diffuse,
PC201708,PC201708-4003,4,200 mg/kg PCDRUG,M,200.0,Stomach,No Remarkable Findings,,,,
PC201708,PC201708-4003,4,200 mg/kg PCDRUG,M,200.0,Testis,No Remarkable Findings,,,,
PC201708,PC201708-4003,4,200 mg/kg PCDRUG,M,200.0,Thymus,No Remarkable Findings,,,,
PC201708,PC201708-4003,4,200 mg/kg PCDRUG,M,200.0,Tongue,No Remarkable Findings,,,,
PC201708,PC201708-4003,4,200 mg/kg PCDRUG,M,200.0,Trachea,No Remarkable Findings,,,,
PC201708,PC201708-4003,4,200 mg/kg PCDRUG,M,200.0,Ureter,No Remarkable Findings,,,,
PC201708,PC201708-4003,4,200 mg/kg PCDRUG,M,200.0,Urinary Bladder,No Remarkable Findings,,,,
PC201708,PC201708-4004,4,200 mg/kg PCDRUG,M,200.0,"Artery, Aorta",No Remarkable Findings,,,,
PC201708,PC201708-4004,4,200 mg/kg PCDRUG,M,200.0,"Bone Marrow, Femur",Fibrosis,1,Mild,focal in epiphyseal marrow,
PC201708,PC201708-4004,4,200 mg/kg PCDRUG,M,200.0,"Bone Marrow, Sternum",No Remarkable Findings,,,,
PC201708,PC201708-4004,4,200 mg/kg PCDRUG,M,200.0,"Bone, Sternum",No Remarkable Findings,,,,
PC201708,PC201708-4004,4,200 mg/kg PCDRUG,M,200.0,Brain,No Remarkable Findings,,,,
PC201708,PC201708-4004,4,200 mg/kg PCDRUG,M,200.0,Epididymis,No Remarkable Findings,,,,
PC201708,PC201708-4004,4,200 mg/kg PCDRUG,M,200.0,Esophagus,No Remarkable Findings,,,,
PC201708,PC201708-4004,4,200 mg/kg PCDRUG,M,200.0,Eye,No Remarkable Findings,,,,
PC201708,PC201708-4004,4,200 mg/kg PCDRUG,M,200.0,"Gland, Adrenal",Vacuolization,1,Mild,cortex; diffuse,
PC201708,PC201708-4004,4,200 mg/kg PCDRUG,M,200.0,"Gland, Coagulating",No Remarkable Findings,,,,
PC201708,PC201708-4004,4,200 mg/kg PCDRUG,M,200.0,"Gland, Harderian",No Remarkable Findings,,,,
PC201708,PC201708-4004,4,200 mg/kg PCDRUG,M,200.0,"Gland, Mammary",No Remarkable Findings,,,,
PC201708,PC201708-4004,4,200 mg/kg PCDRUG,M,200.0,"Gland, Parathyroid",No Remarkable Findings,,,,
PC201708,PC201708-4004,4,200 mg/kg PCDRUG,M,200.0,"Gland, Pituitary",No Remarkable Findings,,,,
PC201708,PC201708-4004,4,200 mg/kg PCDRUG,M,200.0,"Gland, Prostate",Inflammation,2,Moderate,chronic; ventral + dorsolateral,
PC201708,PC201708-4004,4,200 mg/kg PCDRUG,M,200.0,"Gland, Salivary, Parotid",No Remarkable Findings,,,,
PC201708,PC201708-4004,4,200 mg/kg PCDRUG,M,200.0,"Gland, Salivary, Sublingual",No Remarkable Findings,,,,
PC201708,PC201708-4004,4,200 mg/kg PCDRUG,M,200.0,"Gland, Salivary, Submandibular",No Remarkable Findings,,,,
PC201708,PC201708-4004,4,200 mg/kg PCDRUG,M,200.0,"Gland, Seminal Vesicle",No Remarkable Findings,,,,
PC201708,PC201708-4004,4,200 mg/kg PCDRUG,M,200.0,"Gland, Thyroid",No Remarkable Findings,,,,
PC201708,PC201708-4004,4,200 mg/kg PCDRUG,M,200.0,Heart,No Remarkable Findings,,,,
PC201708,PC201708-4004,4,200 mg/kg PCDRUG,M,200.0,"Joint, Hip",No Remarkable Findings,,,,
PC201708,PC201708-4004,4,200 mg/kg PCDRUG,M,200.0,Kidney,Necrosis,2,Moderate,proximal tubule; focal,
PC201708,PC201708-4004,4,200 mg/kg PCDRUG,M,200.0,"Large Intestine, Cecum",No Remarkable Findings,,,,
PC201708,PC201708-4004,4,200 mg/kg PCDRUG,M,200.0,"Large Intestine, Colon",No Remarkable Findings,,,,
PC201708,PC201708-4004,4,200 mg/kg PCDRUG,M,200.0,"Large Intestine, Rectum",No Remarkable Findings,,,,
PC201708,PC201708-4004,4,200 mg/kg PCDRUG,M,200.0,Larynx,No Remarkable Findings,,,,
PC201708,PC201708-4004,4,200 mg/kg PCDRUG,M,200.0,Liver,Hypertrophy,2,Moderate,hepatocellular; diffuse,
PC201708,PC201708-4004,4,200 mg/kg PCDRUG,M,200.0,Liver,Vacuolization,2,Moderate,centrilobular,
PC201708,PC201708-4004,4,200 mg/kg PCDRUG,M,200.0,Lung,No Remarkable Findings,,,,
PC201708,PC201708-4004,4,200 mg/kg PCDRUG,M,200.0,"Lymph Node, Mesenteric",No Remarkable Findings,,,,
PC201708,PC201708-4004,4,200 mg/kg PCDRUG,M,200.0,"Lymph Node, Popliteal",No Remarkable Findings,,,,
PC201708,PC201708-4004,4,200 mg/kg PCDRUG,M,200.0,"Muscle, Quadriceps Femoris",No Remarkable Findings,,,,
PC201708,PC201708-4004,4,200 mg/kg PCDRUG,M,200.0,"Nerve, Optic",No Remarkable Findings,,,,
PC201708,PC201708-4004,4,200 mg/kg PCDRUG,M,200.0,"Nerve, Sciatic",No Remarkable Findings,,,,
PC201708,PC201708-4004,4,200 mg/kg PCDRUG,M,200.0,Pancreas,No Remarkable Findings,,,,
PC201708,PC201708-4004,4,200 mg/kg PCDRUG,M,200.0,Peyer'S Patch,No Remarkable Findings,,,,
PC201708,PC201708-4004,4,200 mg/kg PCDRUG,M,200.0,Skin,No Remarkable Findings,,,,
PC201708,PC201708-4004,4,200 mg/kg PCDRUG,M,200.0,"Small Intestine, Duodenum",No Remarkable Findings,,,,
PC201708,PC201708-4004,4,200 mg/kg PCDRUG,M,200.0,"Small Intestine, Ileum",No Remarkable Findings,,,,
PC201708,PC201708-4004,4,200 mg/kg PCDRUG,M,200.0,"Small Intestine, Jejunum",No Remarkable Findings,,,,
PC201708,PC201708-4004,4,200 mg/kg PCDRUG,M,200.0,"Spinal Cord, Cervical",No Remarkable Findings,,,,
PC201708,PC201708-4004,4,200 mg/kg PCDRUG,M,200.0,"Spinal Cord, Lumbar",No Remarkable Findings,,,,
PC201708,PC201708-4004,4,200 mg/kg PCDRUG,M,200.0,"Spinal Cord, Thoracic",No Remarkable Findings,,,,
PC201708,PC201708-4004,4,200 mg/kg PCDRUG,M,200.0,Spleen,No Remarkable Findings,,,,
PC201708,PC201708-4004,4,200 mg/kg PCDRUG,M,200.0,Stomach,No Remarkable Findings,,,,
PC201708,PC201708-4004,4,200 mg/kg PCDRUG,M,200.0,Testis,No Remarkable Findings,,,,
PC201708,PC201708-4004,4,200 mg/kg PCDRUG,M,200.0,Thymus,No Remarkable Findings,,,,
PC201708,PC201708-4004,4,200 mg/kg PCDRUG,M,200.0,Tongue,No Remarkable Findings,,,,
PC201708,PC201708-4004,4,200 mg/kg PCDRUG,M,200.0,Trachea,No Remarkable Findings,,,,
PC201708,PC201708-4004,4,200 mg/kg PCDRUG,M,200.0,Ureter,No Remarkable Findings,,,,
PC201708,PC201708-4004,4,200 mg/kg PCDRUG,M,200.0,Urinary Bladder,No Remarkable Findings,,,,
PC201708,PC201708-4005,4,200 mg/kg PCDRUG,M,200.0,"Artery, Aorta",No Remarkable Findings,,,,
PC201708,PC201708-4005,4,200 mg/kg PCDRUG,M,200.0,"Bone Marrow, Femur",Fat Vacuoles,1,Mild,diffuse,
PC201708,PC201708-4005,4,200 mg/kg PCDRUG,M,200.0,"Bone Marrow, Sternum",No Remarkable Findings,,,,
PC201708,PC201708-4005,4,200 mg/kg PCDRUG,M,200.0,"Bone, Sternum",No Remarkable Findings,,,,
PC201708,PC201708-4005,4,200 mg/kg PCDRUG,M,200.0,Brain,No Remarkable Findings,,,,
PC201708,PC201708-4005,4,200 mg/kg PCDRUG,M,200.0,Epididymis,No Remarkable Findings,,,,
PC201708,PC201708-4005,4,200 mg/kg PCDRUG,M,200.0,Esophagus,No Remarkable Findings,,,,
PC201708,PC201708-4005,4,200 mg/kg PCDRUG,M,200.0,Eye,No Remarkable Findings,,,,
PC201708,PC201708-4005,4,200 mg/kg PCDRUG,M,200.0,"Gland, Adrenal",Vacuolization,1,Mild,cortex; diffuse,
PC201708,PC201708-4005,4,200 mg/kg PCDRUG,M,200.0,"Gland, Coagulating",No Remarkable Findings,,,,
PC201708,PC201708-4005,4,200 mg/kg PCDRUG,M,200.0,"Gland, Harderian",No Remarkable Findings,,,,
PC201708,PC201708-4005,4,200 mg/kg PCDRUG,M,200.0,"Gland, Mammary",No Remarkable Findings,,,,
PC201708,PC201708-4005,4,200 mg/kg PCDRUG,M,200.0,"Gland, Parathyroid",No Remarkable Findings,,,,
PC201708,PC201708-4005,4,200 mg/kg PCDRUG,M,200.0,"Gland, Pituitary",No Remarkable Findings,,,,
PC201708,PC201708-4005,4,200 mg/kg PCDRUG,M,200.0,"Gland, Prostate",Inflammation,1,Mild,chronic; ventral,
PC201708,PC201708-4005,4,200 mg/kg PCDRUG,M,200.0,"Gland, Salivary, Parotid",No Remarkable Findings,,,,
PC201708,PC201708-4005,4,200 mg/kg PCDRUG,M,200.0,"Gland, Salivary, Sublingual",No Remarkable Findings,,,,
PC201708,PC201708-4005,4,200 mg/kg PCDRUG,M,200.0,"Gland, Salivary, Submandibular",No Remarkable Findings,,,,
PC201708,PC201708-4005,4,200 mg/kg PCDRUG,M,200.0,"Gland, Seminal Vesicle",No Remarkable Findings,,,,
PC201708,PC201708-4005,4,200 mg/kg PCDRUG,M,200.0,"Gland, Thyroid",No Remarkable Findings,,,,
PC201708,PC201708-4005,4,200 mg/kg PCDRUG,M,200.0,Heart,No Remarkable Findings,,,,
PC201708,PC201708-4005,4,200 mg/kg PCDRUG,M,200.0,"Joint, Hip",No Remarkable Findings,,,,
PC201708,PC201708-4005,4,200 mg/kg PCDRUG,M,200.0,Kidney,Inflammation,1,Mild,chronic; cortex; focal/multifocal,
PC201708,PC201708-4005,4,200 mg/kg PCDRUG,M,200.0,"Large Intestine, Cecum",No Remarkable Findings,,,,
PC201708,PC201708-4005,4,200 mg/kg PCDRUG,M,200.0,"Large Intestine, Colon",No Remarkable Findings,,,,
PC201708,PC201708-4005,4,200 mg/kg PCDRUG,M,200.0,"Large Intestine, Rectum",No Remarkable Findings,,,,
PC201708,PC201708-4005,4,200 mg/kg PCDRUG,M,200.0,Larynx,No Remarkable Findings,,,,
PC201708,PC201708-4005,4,200 mg/kg PCDRUG,M,200.0,Liver,"Adenoma, Hepatocellular",,,,
PC201708,PC201708-4005,4,200 mg/kg PCDRUG,M,200.0,Liver,Vacuolization,2,Moderate,centrilobular,
PC201708,PC201708-4005,4,200 mg/kg PCDRUG,M,200.0,Lung,Aspiration Blood,1,Mild,focal,
PC201708,PC201708-4005,4,200 mg/kg PCDRUG,M,200.0,"Lymph Node, Mesenteric",No Remarkable Findings,,,,
PC201708,PC201708-4005,4,200 mg/kg PCDRUG,M,200.0,"Lymph Node, Popliteal",No Remarkable Findings,,,,
PC201708,PC201708-4005,4,200 mg/kg PCDRUG,M,200.0,"Muscle, Quadriceps Femoris",No Remarkable Findings,,,,
PC201708,PC201708-4005,4,200 mg/kg PCDRUG,M,200.0,"Nerve, Optic",No Remarkable Findings,,,,
PC201708,PC201708-4005,4,200 mg/kg PCDRUG,M,200.0,"Nerve, Sciatic",No Remarkable Findings,,,,
PC201708,PC201708-4005,4,200 mg/kg PCDRUG,M,200.0,Pancreas,Inflammation,1,Mild,acute,
PC201708,PC201708-4005,4,200 mg/kg PCDRUG,M,200.0,Peyer'S Patch,Mineralization,1,Mild,focal,
PC201708,PC201708-4005,4,200 mg/kg PCDRUG,M,200.0,Skin,No Remarkable Findings,,,,
PC201708,PC201708-4005,4,200 mg/kg PCDRUG,M,200.0,"Small Intestine, Duodenum",No Remarkable Findings,,,,
PC201708,PC201708-4005,4,200 mg/kg PCDRUG,M,200.0,"Small Intestine, Ileum",No Remarkable Findings,,,,
PC201708,PC201708-4005,4,200 mg/kg PCDRUG,M,200.0,"Small Intestine, Jejunum",No Remarkable Findings,,,,
PC201708,PC201708-4005,4,200 mg/kg PCDRUG,M,200.0,"Spinal Cord, Cervical",No Remarkable Findings,,,,
PC201708,PC201708-4005,4,200 mg/kg PCDRUG,M,200.0,"Spinal Cord, Lumbar",No Remarkable Findings,,,,
PC201708,PC201708-4005,4,200 mg/kg PCDRUG,M,200.0,"Spinal Cord, Thoracic",No Remarkable Findings,,,,
PC201708,PC201708-4005,4,200 mg/kg PCDRUG,M,200.0,Spleen,Congestion,1,Mild,red pulp; diffuse,
PC201708,PC201708-4005,4,200 mg/kg PCDRUG,M,200.0,Spleen,Pigmentation,2,Moderate,red pulp; diffuse,
PC201708,PC201708-4005,4,200 mg/kg PCDRUG,M,200.0,Stomach,Erosion,1,Mild,multifocal; glandular,
PC201708,PC201708-4005,4,200 mg/kg PCDRUG,M,200.0,Testis,No Remarkable Findings,,,,
PC201708,PC201708-4005,4,200 mg/kg PCDRUG,M,200.0,Thymus,No Remarkable Findings,,,,
PC201708,PC201708-4005,4,200 mg/kg PCDRUG,M,200.0,Tongue,No Remarkable Findings,,,,
PC201708,PC201708-4005,4,200 mg/kg PCDRUG,M,200.0,Trachea,No Remarkable Findings,,,,
PC201708,PC201708-4005,4,200 mg/kg PCDRUG,M,200.0,Ureter,No Remarkable Findings,,,,
PC201708,PC201708-4005,4,200 mg/kg PCDRUG,M,200.0,Urinary Bladder,No Remarkable Findings,,,,
PC201708,PC201708-4006,4,200 mg/kg PCDRUG,M,200.0,"Artery, Aorta",No Remarkable Findings,,,,
PC201708,PC201708-4006,4,200 mg/kg PCDRUG,M,200.0,"Bone Marrow, Femur",No Remarkable Findings,,,,
PC201708,PC201708-4006,4,200 mg/kg PCDRUG,M,200.0,"Bone Marrow, Sternum",No Remarkable Findings,,,,
PC201708,PC201708-4006,4,200 mg/kg PCDRUG,M,200.0,"Bone, Sternum",No Remarkable Findings,,,,
PC201708,PC201708-4006,4,200 mg/kg PCDRUG,M,200.0,Brain,No Remarkable Findings,,,,
PC201708,PC201708-4006,4,200 mg/kg PCDRUG,M,200.0,Epididymis,No Remarkable Findings,,,,
PC201708,PC201708-4006,4,200 mg/kg PCDRUG,M,200.0,Esophagus,No Remarkable Findings,,,,
PC201708,PC201708-4006,4,200 mg/kg PCDRUG,M,200.0,Eye,No Remarkable Findings,,,,
PC201708,PC201708-4006,4,200 mg/kg PCDRUG,M,200.0,"Gland, Adrenal",Vacuolization,1,Mild,cortex; diffuse,
PC201708,PC201708-4006,4,200 mg/kg PCDRUG,M,200.0,"Gland, Coagulating",No Remarkable Findings,,,,
PC201708,PC201708-4006,4,200 mg/kg PCDRUG,M,200.0,"Gland, Harderian",No Remarkable Findings,,,,
PC201708,PC201708-4006,4,200 mg/kg PCDRUG,M,200.0,"Gland, Mammary",No Remarkable Findings,,,,
PC201708,PC201708-4006,4,200 mg/kg PCDRUG,M,200.0,"Gland, Parathyroid",No Remarkable Findings,,,,
PC201708,PC201708-4006,4,200 mg/kg PCDRUG,M,200.0,"Gland, Pituitary",No Remarkable Findings,,,,
PC201708,PC201708-4006,4,200 mg/kg PCDRUG,M,200.0,"Gland, Prostate",No Remarkable Findings,,,,
PC201708,PC201708-4006,4,200 mg/kg PCDRUG,M,200.0,"Gland, Salivary, Parotid",No Remarkable Findings,,,,
PC201708,PC201708-4006,4,200 mg/kg PCDRUG,M,200.0,"Gland, Salivary, Sublingual",No Remarkable Findings,,,,
PC201708,PC201708-4006,4,200 mg/kg PCDRUG,M,200.0,"Gland, Salivary, Submandibular",No Remarkable Findings,,,,
PC201708,PC201708-4006,4,200 mg/kg PCDRUG,M,200.0,"Gland, Seminal Vesicle",No Remarkable Findings,,,,
PC201708,PC201708-4006,4,200 mg/kg PCDRUG,M,200.0,"Gland, Thyroid",No Remarkable Findings,,,,
PC201708,PC201708-4006,4,200 mg/kg PCDRUG,M,200.0,Heart,No Remarkable Findings,,,,
PC201708,PC201708-4006,4,200 mg/kg PCDRUG,M,200.0,"Joint, Hip",No Remarkable Findings,,,,
